id,time,y,x1,x2
20,4,0.32647821,1.891225,-1.267899
20,5,1.3205929,1.8116149,0.4006433
20,6,0.1019729,0.95832839,-1.372571
21,1,0.01730012,0.11092603,-0.1748271
21,2,0.02582077,1.2605941,-0.7746889
21,3,0.13048773,-1.1095673,0.693792
21,4,1.7769544,-0.77046346,2.997674
21,5,1.196655,-1.1574229,1.183681
21,6,0.66400566,0.07428744,0.5356472
22,1,1.1166951,1.9208447,0.5607778
22,2,1.6067467,1.1079623,1.239165
22,3,1.2987685,1.3775978,0.3991693
22,4,1.6000242,1.5322253,0.8915224
22,5,-0.73044168,-0.24426554,-1.034086
22,6,0.38626529,1.0149109,-0.0235926
23,1,-0.21422069,-0.34544914,-0.3341763
23,2,-0.55170267,-1.0512293,0.2411875
23,3,0.70641121,1.9371968,-0.7380083
23,4,0.5501838,-0.08650099,0.4521525
23,5,0.18609217,1.2079825,-0.2355364
23,6,1.0242961,1.1855195,-0.2986715
24,1,0.24981882,0.92583582,-0.5256435
24,2,1.5874722,0.60777796,0.5718331
24,3,1.0162431,1.6491134,-0.502292
24,4,0.93189,1.3759468,-0.4919311
24,5,1.9641501,-0.05441776,2.014207
24,6,0.50160868,-1.0342509,0.8484924
25,1,1.6669791,0.3223819,0.7387556
25,2,1.5597092,0.46995681,1.941223
25,3,-0.07926952,-1.1394381,0.0674397
25,4,0.38715701,-0.05277444,-0.8018388
25,5,1.284504,0.56928271,0.4136557
25,6,0.86503185,0.03119241,1.100011
26,1,0.73056596,1.7989862,-0.4800473
26,2,1.9512453,3.0012091,0.0484075
26,3,1.8314466,1.5533954,0.6938477
26,4,1.4925251,0.93302932,0.4060919
26,5,-1.4961465,-0.60949719,-2.187248
26,6,0.50609441,0.44493163,-1.444886
27,1,0.1666227,0.83666722,-0.4295239
27,2,-0.09378154,0.72865973,-0.3442929
27,3,2.0657234,0.570951,2.394153
27,4,0.85703845,1.0908917,-0.3847032
27,5,-0.04087307,0.22601011,-0.4154624
27,6,0.15586655,0.47857259,-0.9237351
28,1,1.8119101,0.568827,0.7659982
28,2,1.4970391,0.25738269,1.709028
28,3,0.98469021,-0.73912698,0.6877131
28,4,0.26200072,0.02838862,-0.3176553
28,5,1.1693418,0.9839398,-0.3827142
28,6,0.19833996,1.0805247,-0.0516155
29,1,-1.3356335,-0.8110135,-1.208697
29,2,1.3953596,1.6855497,0.5956395
29,3,0.58130319,-0.87909226,0.7042001
29,4,-0.19988132,-0.74126593,0.0735603
29,5,-1.034133,-0.94276206,-0.4177451
29,6,0.03143809,0.72121914,-0.8800297
30,1,0.50466425,0.6379679,-0.0297784
30,2,0.35341439,0.12266228,-0.3690845
30,3,0.06206467,1.2915783,-0.1280048
30,4,0.97840034,1.3627768,0.0089975
30,5,1.9876649,1.4610882,1.236633
30,6,1.6821622,1.7445315,0.7987611
31,1,0.40582004,0.66084138,0.5942746
31,2,-1.1275499,1.7424894,-1.117365
31,3,-2.6216712,-1.0030038,-0.300315
31,4,0.03136493,-0.14669489,-0.2230393
31,5,-2.0811223,-0.83243319,0.8808449
31,6,-1.3744749,1.453967,-0.9893031
32,1,0.03956443,-0.87595829,0.2078292
32,2,0.16179091,-1.069002,1.148617
32,3,1.6851798,-0.75523051,2.83838
32,4,-0.65047247,-1.8771221,-0.4809614
32,5,-0.36968091,-0.29551032,-0.9387372
32,6,-0.38846534,-0.79426202,0.1382177
33,1,1.5735372,1.0233782,-0.2690185
33,2,1.535601,1.0076041,0.5864857
33,3,2.8383687,1.2173089,1.289882
33,4,-0.67574372,0.61295118,-1.718312
33,5,1.5667992,0.89774833,0.4389956
33,6,2.1595543,3.7742866,-1.308456
34,1,1.7244403,0.05455573,1.280818
34,2,-0.41743188,-0.04116313,-1.41042
34,3,0.4796617,0.75660011,-1.642168
34,4,1.7499473,0.70984357,1.164306
34,5,-0.25972947,-0.87802057,-0.1236102
34,6,2.8795561,2.0423353,2.307211
35,1,-0.50793702,1.0338205,-1.478009
35,2,-0.36762458,0.52084914,-0.967163
35,3,1.6315174,0.03109891,1.980305
35,4,-0.5682538,0.16849637,-0.5646499
35,5,0.06952395,0.85669028,-0.907217
35,6,-0.47911273,-1.1017037,0.2308895
36,1,-0.58716178,0.99844363,-1.228979
36,2,0.02994631,0.1157644,-0.0846049
36,3,0.01942379,-0.29515419,-0.2471456
36,4,1.3047511,1.0181697,1.302739
36,5,0.29182982,-0.36576811,0.9201253
36,6,-0.2463988,2.1960575,-1.938736
37,1,-0.06049461,-0.62874497,-0.6712071
37,2,0.57795722,1.0820224,1.202643
37,3,-0.25061224,1.3660694,-1.70397
37,4,0.25796541,1.1476468,-0.6735126
37,5,0.02182501,1.4471161,-0.2968592
37,6,0.78992342,-0.08178557,1.217998
38,1,-0.20034578,-1.2133293,0.6225324
38,2,1.5100856,1.5440427,-0.0009139
38,3,-0.12177785,-0.06227736,0.3018989
38,4,-0.36965181,-1.0951053,-0.6895699
38,5,0.73119375,0.30213083,-0.2883205
38,6,0.14591503,-1.8069656,1.234746
39,1,0.6045744,-0.88227546,1.040031
39,2,-0.08156101,-0.25037235,0.0444679
39,3,1.6486362,1.7059953,0.6032614
39,4,0.55171416,0.61639781,0.2885753
39,5,1.0088515,0.08505214,0.7267128
39,6,1.3695608,-0.15122634,1.443019
40,1,2.0195751,0.81795375,1.420238
40,2,0.0713135,1.9100978,-1.328495
40,3,0.195402,-0.66328676,1.579141
40,4,-0.3433281,0.74635087,-0.6117712
40,5,-2.0726575,0.57486114,-2.683156
40,6,0.80410434,1.1760459,0.5971349
41,1,1.7381907,0.22093867,1.195086
41,2,1.6807076,2.2052244,0.6472453
41,3,1.2167337,1.0107862,-0.2877834
41,4,3.3858883,2.832878,0.8334768
41,5,0.44412832,-0.48511792,0.1847983
41,6,-0.32036672,-1.2457634,-1.014736
42,1,-0.24363896,-0.70303924,-0.2492809
42,2,0.86035913,-0.81286599,0.9940233
42,3,-0.00276354,0.37773228,-0.2958218
42,4,-0.66297411,-0.83456506,-0.7089179
42,5,-1.1982941,-0.06128003,-1.999194
42,6,-0.58578812,0.26828457,-0.6703648
43,1,1.770094,1.1701291,0.7261342
43,2,-0.67407768,-0.7490206,0.9913824
43,3,0.77692299,1.1544599,-0.0085678
43,4,-0.05994767,1.2009497,-0.318213
43,5,1.1741727,-0.00166889,1.426427
43,6,2.0334113,2.5508299,0.0501127
44,1,-0.05595835,0.11559484,-0.6137209
44,2,-0.52496411,-0.49328186,0.374929
44,3,-1.7761722,-0.35942962,-2.795304
44,4,0.36004673,0.74330359,0.0031428
44,5,-0.45958706,-1.1719642,0.4092864
44,6,-1.1354936,-0.82099332,-0.7686766
45,1,0.4019833,1.1924309,1.119088
45,2,-2.0272867,0.14618488,-1.507269
45,3,-0.48788626,-0.48185269,1.336627
45,4,-1.3578786,0.89454289,0.1018897
45,5,-3.3463318,-0.74200509,-1.703022
45,6,-1.0662291,-0.27528996,-0.099785
46,1,1.3961521,-0.49881661,1.348873
46,2,2.2735981,1.0382283,2.434458
46,3,-0.50122312,-0.08705694,-0.0131237
46,4,-0.0469687,-0.06887937,0.2808224
46,5,1.4608294,0.86644397,0.8088371
46,6,2.8013566,1.9883521,2.190513
47,1,-1.0555509,-1.3242022,-0.4084449
47,2,1.9849402,0.4538425,2.560204
47,3,-0.64324544,-0.87849885,-0.9652126
47,4,-1.36991,0.67450226,-1.882899
47,5,-0.26776891,1.2874947,-1.371831
47,6,0.30206239,1.3484992,-0.7679513
48,1,-2.1060537,-0.03958411,-1.039881
48,2,1.1789169,0.98869046,0.9110022
48,3,1.1715902,-0.25930221,1.638763
48,4,-0.66459663,0.54029294,0.1608642
48,5,0.33637751,0.74961533,0.3541827
48,6,-1.042665,0.0561052,-0.6225897
49,1,1.7375188,0.56225337,0.8918204
49,2,0.66074867,0.78497539,-0.3267089
49,3,0.5907365,0.73733124,-0.3610212
49,4,2.0002723,0.4385321,1.819504
49,5,1.1702176,1.519695,-0.6853312
49,6,1.9456704,1.1090465,0.9228705
50,1,-0.34562952,-0.6251424,-0.0719621
50,2,0.55000081,0.08654654,0.6157701
50,3,0.2466542,0.39001861,0.6835197
50,4,0.7318106,0.10980845,0.1889445
50,5,-0.32665097,-0.48933679,-0.496803
50,6,0.99021151,0.03118256,0.8419884
51,1,1.4944805,1.4245006,-0.5543494
51,2,0.91249552,0.78091758,0.0213098
51,3,2.1927998,1.5647361,0.5140058
51,4,1.4011181,0.97155056,-0.4313865
51,5,1.5581003,1.2876047,-0.4815658
51,6,1.1661859,0.37474226,0.257928
52,1,0.11804419,0.82985078,-0.1096102
52,2,-0.47684788,1.303393,-0.5372821
52,3,1.116457,1.1910934,0.7878616
52,4,-0.96006267,-0.20259975,-1.464247
52,5,-0.29735243,0.24777198,-0.2844135
52,6,-1.2245756,0.26815696,-0.8461944
53,1,-0.63821441,1.7863827,-0.5042216
53,2,-1.5657399,1.3346259,-1.597888
53,3,-0.97303223,-0.2751091,-0.1476616
53,4,-0.00680341,2.5871973,-0.1560659
53,5,0.77482992,0.9935282,0.9328287
53,6,-1.0926807,-0.08649944,-1.884067
54,1,0.39804,0.77166785,-0.3645632
54,2,-1.0231036,-0.18663787,-2.105877
54,3,1.6435431,1.4173107,1.096943
54,4,1.9023235,0.13312954,1.789642
54,5,1.615376,2.6790404,-1.09321
54,6,-0.84514584,-1.9287286,-0.2705313
55,1,-0.4504466,-0.4631546,-0.2038215
55,2,-1.1807996,-1.8113139,-0.8995268
55,3,0.05413521,-0.16057004,0.1714342
55,4,-1.1848655,-1.6514084,-0.2301091
55,5,0.09949745,0.61652393,-0.529669
55,6,-0.20684018,0.9538597,-1.483939
56,1,1.3695162,0.05314203,1.588519
56,2,-0.89477751,-1.7853213,0.006507
56,3,0.13349539,1.0624649,-0.3828071
56,4,1.1249739,0.25766216,1.227223
56,5,-0.72512308,-2.0119379,-0.4699869
56,6,0.40451525,-0.64361964,0.5394366
57,1,-0.17127762,0.31861118,0.1942358
57,2,1.0929687,0.12542542,1.511659
57,3,0.09406999,0.29855057,0.8681329
57,4,0.16984732,0.66855899,-0.5204239
57,5,-0.54316794,-0.40038609,-0.3999951
57,6,-1.7150123,-0.09155244,-1.965409
58,1,1.906496,2.299898,0.0787061
58,2,1.5813286,1.2656575,0.4500755
58,3,0.62444497,0.16275551,0.4015698
58,4,-0.82275427,1.2273633,-1.773404
58,5,2.2564043,1.4921265,1.183005
58,6,2.835123,1.3764188,1.671066
59,1,-1.4960058,-0.34461086,-1.21297
59,2,0.28486736,2.3455203,-0.2239728
59,3,0.60532475,0.72566686,0.6861303
59,4,0.34720859,-0.0817215,0.3497493
59,5,0.67693326,0.27897839,0.0003326
59,6,1.1861783,0.82795851,0.3454277
60,1,-0.4705212,0.98108759,-0.9122458
60,2,-0.20994189,0.23364422,-0.2447403
60,3,0.43412331,-0.30787606,0.7599059
60,4,1.7875111,2.3880798,1.259171
60,5,1.4368843,0.28035173,1.141233
60,6,-0.91492023,-0.57570742,-0.8130459
61,1,1.6501663,1.0930006,0.6226504
61,2,2.5332223,2.4283153,1.166467
61,3,2.185095,0.35859402,1.65423
61,4,1.0306966,3.4037391,-1.918549
61,5,1.5429748,0.2984116,0.4223808
61,6,0.80185491,0.13092481,0.3557443
62,1,1.0456097,0.39997521,-0.4634066
62,2,-0.35505527,0.29834044,-0.3947119
62,3,1.3844001,1.4528506,0.5081376
62,4,0.89886806,1.1767485,1.096141
62,5,0.22239073,0.35826585,-0.8891687
62,6,3.5444423,2.7315162,1.529663
63,1,1.3197101,-0.44542934,0.429778
63,2,-0.01159477,-0.79100097,-0.0509445
63,3,0.84506953,-0.42843295,0.017012
63,4,1.0750555,1.0129707,0.8475935
63,5,2.0309356,1.5689838,0.113492
63,6,0.53043384,0.60748364,-0.1859189
64,1,0.10599832,0.10743053,-0.616348
64,2,1.942706,2.7941423,0.6572583
64,3,-1.5158673,-0.59944998,-1.235272
64,4,-1.006014,-1.3910695,-0.5858108
64,5,1.2844275,1.0267664,0.5248072
64,6,-0.42864596,-0.57525943,0.1959992
65,1,-0.13212464,-1.4619852,0.0661787
65,2,0.83940427,-0.96923696,0.9742868
65,3,2.0732016,1.0550088,2.227346
65,4,-1.729191,-1.1496215,-0.6212334
65,5,0.73415199,1.4174571,-0.2841266
65,6,0.82276045,0.53257469,0.4994689
66,1,1.6618768,1.1642383,0.7883016
66,2,1.4783652,0.26587592,0.3598929
66,3,1.8192044,0.53328882,1.46308
66,4,0.29222145,1.0832856,-1.005014
66,5,1.8140844,2.797097,-0.1850938
66,6,-0.92120197,-1.420495,-0.7568654
67,1,-0.18105421,0.38864386,0.0725892
67,2,-2.2202133,-2.4195163,-0.910269
67,3,0.39488007,-0.30400488,0.9533604
67,4,1.2251526,2.2491753,-0.0245986
67,5,0.02391432,0.48387036,-0.2395944
67,6,1.1856464,0.74914074,0.3108659
68,1,1.0688775,0.53200209,0.0975948
68,2,-1.8347571,0.02379879,-2.962843
68,3,0.93137279,0.17608422,0.4855107
68,4,-0.4508125,0.18957293,-1.703204
68,5,0.53949563,0.10463527,-0.1835545
68,6,0.97375906,-0.2274293,0.3651701
69,1,0.29330372,0.18009499,0.1865783
69,2,0.31810446,0.8420002,0.137873
69,3,-0.20011568,-0.49992542,0.6447141
69,4,-0.17419319,0.55245759,-0.0249096
69,5,0.66675599,0.41635673,0.9230552
69,6,-0.43092601,-1.3564474,0.6196515
70,1,-1.6065501,0.82530433,-1.92546
70,2,-0.49642268,0.94672677,-0.8745883
70,3,-1.5367023,-0.85302487,-1.239546
70,4,-0.33547439,1.2517555,-0.1972854
70,5,1.0825811,2.8818406,-0.0890473
70,6,0.36209141,1.4378526,-0.9880127
71,1,0.06802879,0.22257547,0.0350443
71,2,0.09289241,1.0709123,-1.166605
71,3,0.66766148,-0.67328176,1.489134
71,4,1.1558259,1.6859946,0.8206089
71,5,1.1130909,1.2225788,1.332576
71,6,-0.97691349,-1.8341792,1.016374
72,1,1.6432693,2.6333338,1.151936
72,2,-1.3054284,-1.0787572,0.2254158
72,3,0.64492739,0.895563,0.1802312
72,4,1.2939057,0.53737583,1.299918
72,5,-0.70037795,-0.86125482,-0.5655848
72,6,2.2057999,2.8437871,1.322594
73,1,1.300169,0.13717613,1.280754
73,2,0.97098861,0.10804477,0.1841647
73,3,0.08815565,1.6507979,0.5935822
73,4,0.68797224,1.8468864,-0.8561683
73,5,1.152693,1.1314873,-0.0736389
73,6,1.4620601,0.08406302,0.9677634
74,1,-0.0918666,1.2217103,-0.5001121
74,2,-1.4786046,-1.9711875,0.0515604
74,3,-1.0622136,0.57131299,-1.267558
74,4,-0.20613734,1.3768928,-0.3981294
74,5,-0.97149091,-0.97675494,1.042565
74,6,-0.31018684,0.96788034,-0.4219214
75,1,0.14107624,0.36774283,-0.335497
75,2,0.50374144,0.76645946,-0.0553865
75,3,-1.122789,-1.6786973,-0.7520757
75,4,0.05861412,-1.6578366,1.291924
75,5,0.33883609,0.21532161,-0.3786098
75,6,-0.6602427,-0.35819397,-0.5313017
76,1,0.38938744,0.8389222,-1.566937
76,2,-0.09684305,-1.2298021,0.8263217
76,3,0.55609022,0.62111974,-0.5381467
76,4,-0.07659303,1.5648679,-1.594669
76,5,-0.60212159,-0.68378387,-1.48123
76,6,-0.45845764,1.3711947,-2.266751
77,1,0.8757264,-0.9076753,0.8507572
77,2,0.77004561,0.68587928,-1.536423
77,3,1.1968387,0.92098987,0.2285329
77,4,-0.67912489,0.36604794,-2.224051
77,5,0.50681479,-0.11488596,0.1897206
77,6,0.60247601,-0.97503189,0.6907917
78,1,-0.52785293,-0.06961351,0.1802423
78,2,0.33257844,0.18172254,-0.3745961
78,3,0.84093995,-0.35738796,1.938187
78,4,0.2284212,0.46100468,0.2730933
78,5,1.1338318,0.14755207,1.263317
78,6,-0.30616643,-1.01128,-0.5617782
79,1,-1.3633119,-0.17771658,-0.1190012
79,2,0.77782827,0.49410049,0.5509866
79,3,-1.5945649,0.30968481,-2.014307
79,4,-1.0163156,-1.5454861,0.1017701
79,5,-0.46758172,0.30201597,-0.1552377
79,6,0.52391437,0.59291763,0.0529571
80,1,0.4667264,-0.07209109,-0.8108384
80,2,1.4164665,0.08034422,1.599926
80,3,-0.27154942,-0.22162537,-1.479473
80,4,1.1914949,2.177916,-1.97917
80,5,2.0680742,1.425056,0.7127488
80,6,1.6774577,1.5501403,0.6060621
81,1,0.15520832,-0.0932126,1.126733
81,2,0.4467126,0.53361858,0.3148576
81,3,-0.15207323,0.45146648,-1.473319
81,4,1.1015952,0.37138517,0.8334544
81,5,-0.2800355,0.16383846,-0.618741
81,6,0.10396194,0.7964362,-0.6414317
82,1,0.56552992,0.77265414,-1.142612
82,2,1.4117987,1.2927818,-0.6389698
82,3,-0.40704238,-0.25468923,-1.191668
82,4,1.319964,1.5243667,-0.5757026
82,5,-0.04572456,0.16199849,-1.88201
82,6,2.3854249,1.0000831,0.986925
83,1,-1.4289258,-0.65915998,-0.5198868
83,2,0.30642347,1.0445274,-0.3038983
83,3,0.48976163,-0.03043213,0.1926509
83,4,-0.71133289,-0.80320718,0.5417327
83,5,0.50389507,2.5179313,-0.5304875
83,6,1.051831,1.7695461,0.1476079
84,1,1.5881386,0.87639782,1.464997
84,2,0.26790767,0.49074901,0.0905908
84,3,1.9111231,0.93830017,0.7414935
84,4,-0.02804191,2.4497142,-2.659334
84,5,-0.53392629,-0.25801595,-0.9031321
84,6,2.133709,1.2639203,1.636824
85,1,0.83124064,1.3996255,-0.0513595
85,2,-1.2539733,-0.26107686,-1.614634
85,3,0.29164268,1.0827172,-0.3867023
85,4,-0.53014465,1.1785837,-1.052919
85,5,0.53286143,0.43791594,1.499305
85,6,-0.2292884,-0.43479532,0.4396216
86,1,-1.5764411,-0.98772696,-1.778771
86,2,-0.00096974,1.2947229,-2.461883
86,3,-0.04912918,0.44208964,-1.511214
86,4,1.0496736,0.72932415,0.1765822
86,5,1.2317788,0.29462298,1.475387
86,6,-0.4875067,0.91686007,-2.136892
87,1,2.1345756,0.82146458,2.220057
87,2,1.5783656,-0.2826138,0.7091089
87,3,2.2560231,1.4738251,0.310342
87,4,1.992062,0.22672976,1.099484
87,5,2.0375853,1.1039567,-0.0037001
87,6,0.5191538,1.7470358,-1.030812
88,1,1.2886662,1.4799062,0.9062704
88,2,0.79436173,0.9452013,0.2238465
88,3,-0.41491433,2.3903411,-2.274861
88,4,1.3882445,-0.52525475,1.252317
88,5,0.33444139,1.1113824,-1.267792
88,6,1.9958514,2.5152161,0.0844045
89,1,1.1510012,0.18591499,1.059204
89,2,-1.1956385,-2.0176404,0.1186925
89,3,-1.3457338,1.1308522,-3.091777
89,4,0.56933886,1.2224768,0.4856856
89,5,1.6597312,1.2833385,1.65017
89,6,0.91120336,-0.14917304,1.19462
90,1,0.00575593,-0.84404561,0.5311729
90,2,-0.42206974,-0.10818273,-0.585358
90,3,0.10212,0.58955738,-1.111722
90,4,-0.79680708,-1.1880337,0.0311278
90,5,-0.34304531,-0.93656174,0.6269997
90,6,1.0474037,-0.25332493,1.111185
91,1,3.6666232,1.6599262,2.579339
91,2,2.2320432,-0.14489617,1.080273
91,3,0.60011452,0.74496142,-0.7543759
91,4,0.71540983,2.4146213,-1.584888
91,5,1.7028178,1.7849739,-0.7004638
91,6,1.1093651,-0.05213095,0.9590664
92,1,-0.37513395,-0.58423683,-1.143024
92,2,1.4383036,1.6651833,0.4509485
92,3,1.6757276,1.9402629,0.6532916
92,4,1.55044,1.1671002,0.4528574
92,5,2.9577665,1.5051119,1.261325
92,6,2.0508658,2.5706234,0.3637538
93,1,-1.571002,-0.49107574,-1.51986
93,2,-1.2383386,-0.50918685,-1.481867
93,3,-0.20208879,-0.27008186,-0.286984
93,4,-0.47265344,0.38101451,-0.1824499
93,5,1.079276,2.3935586,0.8965327
93,6,-1.0952906,-1.4326267,0.6714297
94,1,0.06487106,0.05002149,-0.5902235
94,2,1.2797929,0.90744025,0.5448037
94,3,1.2715801,1.9056407,-1.563218
94,4,0.63056824,0.89448944,-0.7882827
94,5,0.9952184,1.0642647,-0.697121
94,6,1.4017433,-0.77201156,1.862617
95,1,0.81185325,1.1743892,-0.0730781
95,2,-0.38913434,0.3764965,-0.4285059
95,3,-0.07224769,-0.88230723,0.4770023
95,4,-0.01886112,-0.29535091,0.4496572
95,5,-1.3608391,-0.49555206,-1.299053
95,6,-1.2855307,-0.96769935,-1.308146
96,1,1.0606703,2.1408461,-0.9718497
96,2,-0.82769047,0.34395877,-1.763498
96,3,-0.76663795,0.47443602,-2.262917
96,4,0.69471281,0.51937681,0.805833
96,5,-0.15728988,-0.39976479,-0.3893999
96,6,0.92314577,0.92937057,0.6236799
97,1,0.15767794,1.3520574,-0.3810017
97,2,0.25128372,0.71929728,0.682202
97,3,0.36911099,0.42009182,0.8722486
97,4,-0.64172538,0.30988897,-0.607061
97,5,1.393069,0.88824686,0.8021227
97,6,-0.20019533,0.54444374,0.7612326
98,1,0.47977736,-0.62937475,1.093154
98,2,-1.7203284,-0.04381616,-1.954299
98,3,-1.4019883,1.0928203,-1.944249
98,4,-0.15479428,0.74783658,0.6061078
98,5,-0.75714858,-0.15264595,-0.3605351
98,6,-0.07901963,0.15681546,-0.4858997
99,1,0.87963834,0.90407556,0.018582
99,2,2.4970643,2.32233,0.3704992
99,3,1.6016246,1.3836046,-0.1471061
99,4,2.4997667,3.4403801,0.1589761
99,5,1.4605544,1.1673124,-0.3354481
99,6,0.5045582,1.5072003,-1.459771
100,1,0.5119721,0.86534507,-0.0146758
100,2,0.58024538,0.74252208,0.2956219
100,3,-0.54705255,0.45681052,0.9719532
100,4,0.21670442,0.19252325,0.3318316
100,5,-0.72203262,0.84194741,-1.203267
100,6,0.16496147,-1.4140276,0.4300172
